"MES_ANO_ACIDENTE","NATUREZA_DA_LESAO","AGENTE_CAUSADOR_ACIDENTE","INDICA_OBITO_ACIDENTE","POPULACAO","NOME_MUN","NOME_UF"
"01-AUG-18","Escoriacao, Abrasao","Metal - Inclui Liga","Não","166475","Pindamonhangaba","São Paulo"
"01-JUL-18","Contusao, Esmagament","Piso de Edificio - S","Não","713943","São José dos Campos","São Paulo"
"01-JUL-18","Distensao, Torcao","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Vestuario, Nic","Não","1365899","Guarulhos","São Paulo"
"01-AUG-18","Luxacao","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Furadeira, Broqueade","Não","120533","Tatuí","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Animal Vivo","Não","456245","São José do Rio Preto","São Paulo"
"01-AUG-18","Fratura","Motocicleta, Motonet","Não","13115","Valentim Gentil","São Paulo"
"01-MAY-18","Fratura","Veiculo Rodoviario M","Não","237112","Americana","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","88276","Lorena","São Paulo"
"01-JUL-18","Doenca Contagiosa ou","Agente Infeccioso ou","Não","713943","São José dos Campos","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Animal Vivo","Não","414810","Jundiaí","São Paulo"
"01-AUG-18","Contusao, Esmagament","Cadeira Banco - Mobi","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Andaime, Plataforma","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Fratura","Tambor, Polia, Rolda","Não","121073","Guaratinguetá","São Paulo"
"01-AUG-18","Contusao, Esmagament","Veiculo, Nic","Não","136517","Santana de Parnaíba","São Paulo"
"01-AUG-18","Lesoes Multiplas","Escada Permanente Cu","Não","77510","Lins","São Paulo"
"01-JUL-18","Distensao, Torcao","Chao - Superficie Ut","Não","233744","Araraquara","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Ferramenta Portatil","Não","93488","Caçapava","São Paulo"
"01-JUL-18","Lesao Imediata","Ser Vivo, Nic","Não","237130","Marília","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Alicate, Torques, Te","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Escada Movel ou Fixa","Não","62024","Batatais","São Paulo"
"01-JUL-18","Contusao, Esmagament","Politriz, Lixadora,","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Distensao, Torcao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Veiculo Sobre Trilho","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","432957","Santos","São Paulo"
"01-JUL-18","Fratura","Motocicleta, Motonet","Não","432957","Santos","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Sucata, Entulho, Res","Não","92715","Mogi Mirim","São Paulo"
"01-MAY-18","Contusao, Esmagament","Barril, Barrica, Bar","Não","246908","Indaiatuba","São Paulo"
"01-JUL-18","Lesao Imediata","Plastico - Inclui Po","Não","420934","Diadema","São Paulo"
"01-JUL-18","Distensao, Torcao","Calcada ou Caminho p","Não","50216","Monte Alto","São Paulo"
"01-JUL-18","Distensao, Torcao","Chao - Superficie Ut","Não","440769","Mogi das Cruzes","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Animal Vivo","Não","456245","São José do Rio Preto","São Paulo"
"01-JUL-18","Luxacao","Veiculo, Nic","Não","363173","São Vicente","São Paulo"
"01-JUL-18","Contusao, Esmagament","Martelo, Malho, Marr","Não","468148","Mauá","São Paulo"
"01-JUL-18","Lesoes Multiplas","Veiculo, Nic","Não","694534","Ribeirão Preto","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Calcada ou Caminho p","Não","420934","Diadema","São Paulo"
"01-JUL-18","Distensao, Torcao","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Motocicleta, Motonet","Não","694534","Ribeirão Preto","São Paulo"
"01-JUL-18","Fratura","Escada Movel ou Fixa","Não","440769","Mogi das Cruzes","São Paulo"
"01-JUL-18","Fratura","Motocicleta, Motonet","Não","150713","Mogi Guaçu","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Metal - Inclui Liga","Não","671186","Sorocaba","São Paulo"
"01-JUL-18","Amputacao ou Enuclea","Maquina, Nic","Não","119090","Itatiba","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Agente Infeccioso ou","Não","271306","Barueri","São Paulo"
"01-JUL-18","Lesao Imediata","Ferramenta Manual se","Não","414810","Jundiaí","São Paulo"
"01-JUL-18","Contusao, Esmagament","Maquina, Nic","Não","2510","Santa Rita d'Oeste","São Paulo"
"01-JUL-18","Fratura","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Contusao, Esmagament","Ferramenta, Maquina,","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Metal - Inclui Liga","Não","127123","Valinhos","São Paulo"
"01-JUL-18","Lesao Imediata","Particulas - nao Ide","Não","468148","Mauá","São Paulo"
"01-JUL-18","Fratura","Veiculo Rodoviario M","Não","363173","São Vicente","São Paulo"
"01-JUL-18","Distensao, Torcao","Liquido, Nic","Não","16676","Pedregulho","São Paulo"
"01-JUN-18","Fratura","Rua e Estrada - Supe","Não","716109","Santo André","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Produto Biologico (S","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Motor, Bomba, Turbin","Não","70998","Cosmópolis","São Paulo"
"01-JUL-18","Distensao, Torcao","Ferramenta, Maquina,","Não","63047","Penápolis","São Paulo"
"01-JUL-18","Luxacao","Veiculo, Nic","Não","303682","Limeira","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Ser Vivo, Nic","Não","29456","Jarinu","São Paulo"
"01-JUL-18","Fratura","Escada Permanente Cu","Não","227072","Presidente Prudente","São Paulo"
"01-JUL-18","Distensao, Torcao","Chao - Superficie Ut","Não","414810","Jundiaí","São Paulo"
"01-JUL-18","Contusao, Esmagament","Veiculo Rodoviario M","Não","93892","Itapeva","São Paulo"
"01-JUL-18","Fratura","Metal - Inclui Liga","Não","160275","São Caetano do Sul","São Paulo"
"01-JUL-18","Distensao, Torcao","Embalagem e Recipien","Não","34726","Ibaté","São Paulo"
"01-JUL-18","Fratura","Alavanca, Pe-De-Cabr","Não","432957","Santos","São Paulo"
"01-JUN-18","Luxacao","Embalagem e Recipien","Não","432957","Santos","São Paulo"
"01-JUL-18","Lesoes Multiplas","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Fratura","Motocicleta, Motonet","Não","71700","Amparo","São Paulo"
"01-JUL-18","Queimadura ou Escald","Coque","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Distensao, Torcao","Empilhadeira","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Lesoes Multiplas","Rua e Estrada - Supe","Não","363173","São Vicente","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Tesoura, Tesourao- F","Não","14006","Quatá","São Paulo"
"01-JUL-18","Luxacao","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Maquina, Nic","Não","51763","Campos do Jordão","São Paulo"
"01-JUL-18","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Corda, Cabo, Corrent","Não","671186","Sorocaba","São Paulo"
"01-JUL-18","Distensao, Torcao","Madeira (Toro, Madei","Não","303682","Limeira","São Paulo"
"01-JUL-18","Fratura","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Motocicleta, Motonet","Não","78262","Ibiúna","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Sucata, Entulho, Res","Não","71700","Amparo","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Motocicleta, Motonet","Não","456245","São José do Rio Preto","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Motocicleta, Motonet","Não","278571","Sumaré","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","132934","Araras","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Maquina de Imprimir","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Superficie e Estrutu","Não","29418","Mirandópolis","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Martelo, Malho, Marr","Não","1194094","Campinas","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Distensao, Torcao","Veiculo Rodoviario M","Não","716109","Santo André","São Paulo"
"01-AUG-18","Amputacao ou Enuclea","Ferramenta, Maquina,","Não","294638","Suzano","São Paulo"
"01-JUL-18","Fratura","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Prensa - Maquina","Não","456245","São José do Rio Preto","São Paulo"
"01-JUN-18","Escoriacao, Abrasao","Veiculo Rodoviario M","Não","671186","Sorocaba","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Osso - Produto Anima","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Ferramenta, Maquina,","Não","278571","Sumaré","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","160275","São Caetano do Sul","São Paulo"
"01-AUG-18","Luxacao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-APR-18","Fratura","Chao - Superficie Ut","Não","833240","São Bernardo do Campo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Maquina, Nic","Não","1194094","Campinas","São Paulo"
"01-JUL-18","Contusao, Esmagament","Andaime, Plataforma","Não","716109","Santo André","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Ferramenta Manual se","Não","311854","Taubaté","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Ferramenta, Maquina,","Sim","11198","Estiva Gerbi","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Serra - Maquina","Não","34704","Rio das Pedras","São Paulo"
"01-AUG-18","Contusao, Esmagament","Veiculo, Nic","Não","350400","Franca","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Distensao, Torcao","Motocicleta, Motonet","Não","432957","Santos","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Formao, Cinzel- Ferr","Não","89943","São Roque","São Paulo"
"01-JUL-18","Fratura","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Contusao, Esmagament","Chao - Superficie Ut","Não","4822","Mirassolândia","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Motocicleta, Motonet","Não","67859","Lençóis Paulista","São Paulo"
"01-AUG-18","Fratura","Chao - Superficie Ut","Não","237130","Marília","São Paulo"
"01-AUG-18","Fratura","Veiculo, Nic","Não","716109","Santo André","São Paulo"
"01-JUL-18","Concussao Cerebral","Mobiliario e Acessor","Não","350400","Franca","São Paulo"
"01-JUL-18","Queimadura Quimica (","Substancia Quimica,","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Fratura","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Calcada ou Caminho p","Não","696850","Osasco","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Contusao, Esmagament","Edificio - Edificio","Não","716109","Santo André","São Paulo"
"01-AUG-18","Contusao, Esmagament","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Contusao, Esmagament","Madeira (Toro, Madei","Não","468148","Mauá","São Paulo"
"01-JUL-18","Fratura","Metal - Inclui Liga","Não","51447","São Joaquim da Barra","São Paulo"
"01-JUL-18","Distensao, Torcao","Escada Permanente Cu","Não","456245","São José do Rio Preto","São Paulo"
"01-AUG-18","Contusao, Esmagament","Veiculo, Nic","Não","303682","Limeira","São Paulo"
"01-JUL-18","Distensao, Torcao","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Fratura","Misturador, Batedeir","Não","400949","Piracicaba","São Paulo"
"01-AUG-18","Fratura","Asfalto, Alcatrao, P","Não","77308","Vinhedo","São Paulo"
"01-AUG-18","Fratura","Chave de Parafuso- F","Não","9125","Cedral","São Paulo"
"01-AUG-18","Queimadura ou Escald","Forno, Estufa, Retor","Não","1365899","Guarulhos","São Paulo"
"01-AUG-18","Fratura","Veiculo, Nic","Não","456245","São José do Rio Preto","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","414810","Jundiaí","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Veiculo, Nic","Não","233744","Araraquara","São Paulo"
"01-JUL-18","Distensao, Torcao","Veiculo Rodoviario M","Não","121210","Catanduva","São Paulo"
"01-AUG-18","Fratura","Motocicleta, Motonet","Não","833240","São Bernardo do Campo","São Paulo"
"01-AUG-18","Distensao, Torcao","Calcada ou Caminho p","Não","152433","Franco da Rocha","São Paulo"
"01-AUG-18","Queimadura ou Escald","Liquido, Nic","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Ferramenta Manual se","Não","136517","Santana de Parnaíba","São Paulo"
"01-AUG-18","Contusao, Esmagament","Martelo, Malho, Marr","Não","15925","Borborema","São Paulo"
"01-AUG-18","Contusao, Esmagament","Rua e Estrada - Supe","Não","456245","São José do Rio Preto","São Paulo"
"01-JUL-18","Fratura","Asfalto, Alcatrao, P","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Maquina, Nic","Não","1365899","Guarulhos","São Paulo"
"01-AUG-18","Fratura","Arquivo, Fichario, E","Não","468148","Mauá","São Paulo"
"01-AUG-18","Contusao, Esmagament","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Contusao, Esmagament","Escada Movel ou Fixa","Não","294638","Suzano","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Tubo Sob Pressao (Ma","Não","671186","Sorocaba","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Tubo Sob Pressao (Ma","Não","671186","Sorocaba","São Paulo"
"01-AUG-18","Escoriacao, Abrasao","Enxada, Enxadao, Sac","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Produto Biologico (S","Não","833240","São Bernardo do Campo","São Paulo"
"01-AUG-18","Contusao, Esmagament","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Lesao Imediata","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Contusao, Esmagament","Arquivo, Fichario, E","Não","191993","Ferraz de Vasconcelos","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Furadeira, Broqueade","Não","88455","Arujá","São Paulo"
"01-AUG-18","Contusao, Esmagament","Piso de Edificio - S","Não","716109","Santo André","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","174008","Francisco Morato","São Paulo"
"01-AUG-18","Distensao, Torcao","Chao - Superficie Ut","Não","1365899","Guarulhos","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Caixa, Engradado, Ca","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Fratura","Chao - Superficie Ut","Não","112711","Ourinhos","São Paulo"
"01-AUG-18","Lesoes Multiplas","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Plaina, Tupia - Maqu","Não","54406","Olímpia","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","366519","Itaquaquecetuba","São Paulo"
"01-AUG-18","Contusao, Esmagament","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Distensao, Torcao","Mobiliario e Acessor","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Laminadora, Calandra","Não","271306","Barueri","São Paulo"
"01-AUG-18","Distensao, Torcao","Area ou Ambiente de","Não","46536","Dracena","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Veiculo Sobre Trilho","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Lesao Imediata, Nic","Motocicleta, Motonet","Não","93736","Votuporanga","São Paulo"
"01-AUG-18","Contusao, Esmagament","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Contusao, Esmagament","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Fratura","Carne e Derivados -","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Mobiliario e Acessor","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Contusao, Esmagament","Motocicleta, Motonet","Não","249415","São Carlos","São Paulo"
"01-JUL-18","Contusao, Esmagament","Caixa, Engradado, Ca","Não","24221","Cordeirópolis","São Paulo"
"01-JUL-18","Distensao, Torcao","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Carro de Mao","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Ferramenta, Maquina,","Não","1365899","Guarulhos","São Paulo"
"01-JUL-18","Escoriacao, Abrasao","Serra - Maquina","Não","166753","Bragança Paulista","São Paulo"
"01-JUL-18","Contusao, Esmagament","Edificio - Edificio","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Lesoes Multiplas","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Contusao, Esmagament","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","27514","Santa Rita do Passa Quatro","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Pua, Trado, Verruma,","Não","237112","Americana","São Paulo"
"01-JUL-18","Fratura","Rua e Estrada - Supe","Não","136517","Santana de Parnaíba","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Produto Biologico (S","Não","12176866","São Paulo","São Paulo"
"01-JUN-18","Fratura","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Cadeira Banco - Mobi","Não","456245","São José do Rio Preto","São Paulo"
"01-JUL-18","Contusao, Esmagament","Veiculo, Nic","Não","456245","São José do Rio Preto","São Paulo"
"01-AUG-18","Contusao, Esmagament","Chao - Superficie Ut","Não","25830","Tanabi","São Paulo"
"01-AUG-18","Escoriacao, Abrasao","Esmeril- Ferramenta","Não","12176866","São Paulo","São Paulo"
"01-AUG-18","Concussao Cerebral","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Lesao Imediata, Nic","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Fratura","Calcada ou Caminho p","Não","12039","Guaiçara","São Paulo"
"01-JUL-18","Corte, Laceracao, Fe","Maquina, Nic","Não","12176866","São Paulo","São Paulo"
"01-JUL-18","Contusao, Esmagament","Caixa, Engradado, Ca","Não","1365899","Guarulhos","São Paulo"
"01-AUG-18","Corte, Laceracao, Fe","Agente Infeccioso ou","Não","12176866","São Paulo","São Paulo"
